Sample	Nb_read	Total_read	relative_abundance	Sample_bis
100DCM0CCKK11	434434	170541918	0.254737371958019	100DCM0CCKK
100DCM1GGMM11	3726642	176557600	2.11072307281023	100DCM1GGMM
100DCM1GGZZ11	2397351	181845917	1.31834194550544	100DCM1GGZZ
100SUR0CCKK11	453223	186567128	0.242927575108515	100SUR0CCKK
100SUR1GGMM11	1797110	199994702	0.898578803352501	100SUR1GGMM
100SUR1GGZZ11	1675070	177898581	0.941587049533577	100SUR1GGZZ
102DCM0CCKK11	1003190	204588052	0.490346327751339	102DCM0CCKK
102DCM1GGMM11	7459631	182855949	4.0795123378786	102DCM1GGMM
102DCM1GGZZ11	5041546	183144311	2.75277237522273	102DCM1GGZZ
102SUR0CCKK11	1255803	168946455	0.743314205675402	102SUR0CCKK
102SUR1GGMM11	4180797	162944554	2.56577890906375	102SUR1GGMM
102SUR1GGZZ11	3133987	174883910	1.79203850142646	102SUR1GGZZ
106DCM1GGMM11	6070240	153951136	3.94296538350974	106DCM1GGMM
106DCM1GGZZ11	3633929	161221161	2.25400250032935	106DCM1GGZZ
106SUR1GGMM11	5256601	169291014	3.10506793940049	106SUR1GGMM
106SUR1GGZZ11	3652406	158540363	2.30377042848073	106SUR1GGZZ
109DCM0CCKK11	2148163	170004329	1.26359311709057	109DCM0CCKK
109DCM1GGMM11	5539009	164940765	3.35818073840024	109DCM1GGMM
109DCM1GGZZ11	3012002	169958188	1.77220176058832	109DCM1GGZZ
109SUR0CCKK11	843926	186059482	0.453578603427478	109SUR0CCKK
109SUR1GGMM11	3816206	179636593	2.12440346160428	109SUR1GGMM
109SUR1GGZZ11	3057177	190088552	1.60829096115162	109SUR1GGZZ
10DCM1GGMM11	2894494	174032490	1.66319174080656	10DCM1GGMM
10SUR1GGMM11	78069	186435150	0.041874614309587	10SUR1GGMM
110DCM0CCKK11	3715233	211750391	1.75453418643274	110DCM0CCKK
110DCM1GGMM11	6305672	192455425	3.27643245182618	110DCM1GGMM
110DCM1GGZZ11	3908827	165888939	2.35629151862862	110DCM1GGZZ
110SUR0CCKK11	2446804	160898544	1.52071233161687	110SUR0CCKK
110SUR1GGMM11	6231541	166255865	3.74816310991495	110SUR1GGMM
110SUR1GGZZ11	5778033	181604360	3.18165984561164	110SUR1GGZZ
111DCM0CCKK11	1444279	187063957	0.77207764828796	111DCM0CCKK
111DCM1GGMM11	7523794	197871626	3.80236123394468	111DCM1GGMM
111DCM1GGZZ11	4273088	194976417	2.19159222727947	111DCM1GGZZ
111SUR0CCKK11	2055258	190182767	1.08067520123945	111SUR0CCKK
111SUR1GGMM11	1837421	166865949	1.10113597831754	111SUR1GGMM
111SUR1GGZZ11	2109593	205131797	1.02840857968012	111SUR1GGZZ
112DCM0CCKK11	2050521	206479674	0.99308612817744	112DCM0CCKK
112DCM1GGMM11	6612163	195015074	3.39059071915641	112DCM1GGMM
112SUR0CCKK11	179815	199504187	0.0901309404599112	112SUR0CCKK
112SUR1GGMM11	242286	193025139	0.125520438039938	112SUR1GGMM
113SUR1GGMM11	6687926	201784181	3.31439559179319	113SUR1GGMM
113SUR1GGZZ11	4612287	158197038	2.91553309613799	113SUR1GGZZ
114SUR1GGZZ11	3181893	174700787	1.82133867548061	114SUR1GGZZ
115SUR1GGZZ11	2778866	153203652	1.81383796255718	115SUR1GGZZ
116SUR1GGZZ11	3986702	185198818	2.15266060715355	116SUR1GGZZ
117SUR1GGZZ11	1236008	174542878	0.708140036512977	117SUR1GGZZ
118SUR1GGZZ11	1176584	211528432	0.556229717620183	118SUR1GGZZ
119SUR1GGZZ11	821304	126059974	0.651518458983658	119SUR1GGZZ
11SUR01GGZZ11	114959	175483313	0.0655099325597984	11SUR01GGZZ
120SUR2GGZZ11	1415702	235959653	0.599976301880729	120SUR2GGZZ
121SUR1GGZZ11	916847	175275651	0.52308862912168	121SUR1GGZZ
122DCM0CCKK11	974193	153076525	0.63640914242076	122DCM0CCKK
122DCM1GGMM11	9934680	324685079	3.05978951376451	122DCM1GGMM
122DCM1GGZZ11	5713870	301282389	1.89651642731763	122DCM1GGZZ
122SUR0CCKK11	1497834	139190159	1.07610624972416	122SUR0CCKK
122SUR1GGMM11	4315681	301992446	1.42906918936641	122SUR1GGMM
122SUR1GGZZ11	2093895	237560558	0.881415255810268	122SUR1GGZZ
123SUR0CCKK11	4333275	171142153	2.53197410692853	123SUR0CCKK
123SUR1GGMM11	8514030	311863222	2.73005259979005	123SUR1GGMM
123SUR1GGZZ11	8034264	287014380	2.79925486660285	123SUR1GGZZ
124SUR0CCKK11	1396601	184209882	0.758157480389679	124SUR0CCKK
124SUR1GGMM11	6387359	271369853	2.35374671482023	124SUR1GGMM
124SUR1GGZZ11	6140717	466153594	1.3173162406209	124SUR1GGZZ
125SUR0CCKK11	1812912	164252574	1.10373430129625	125SUR0CCKK
125SUR1GGMM11	5164764	133530390	3.86785659803735	125SUR1GGMM
125SUR1GGZZ11	14008379	441094100	3.1758255211303	125SUR1GGZZ
126SUR1GGMM11	2770452	148504077	1.86557302396486	126SUR1GGMM
126SUR1GGZZ11	1855635	137117872	1.35331373870796	126SUR1GGZZ
127DCM1GGMM11	3069064	167107609	1.83657944624173	127DCM1GGMM
127DCM1GGZZ11	1682748	157187045	1.07053860577378	127DCM1GGZZ
127SUR1GGMM11	7142428	312160614	2.28806187573683	127SUR1GGMM
127SUR1GGZZ11	1398394	159901423	0.874535056514163	127SUR1GGZZ
128DCM0CCKK11	2135832	148907935	1.43433054793218	128DCM0CCKK
128DCM1GGMM11	6653182	179741503	3.70152796597011	128DCM1GGMM
128DCM1GGZZ11	6147082	221594246	2.77402600065707	128DCM1GGZZ
128SUR0CCKK11	3395509	153192261	2.2165016547409	128SUR0CCKK
128SUR1GGMM11	7919622	187133136	4.23207891947047	128SUR1GGMM
128SUR1GGZZ11	6565578	204313488	3.21348241091161	128SUR1GGZZ
129DCM1GGMM11	4179008	213332360	1.95891893756765	129DCM1GGMM
129DCM1GGZZ11	2908785	176525205	1.64780151367053	129DCM1GGZZ
129SUR1GGMM11	3570228	193358567	1.84642866121365	129SUR1GGMM
129SUR1GGZZ11	2893828	198136436	1.46052288938921	129SUR1GGZZ
130SUR1GGMM11	2017167	186686409	1.08051090103726	130SUR1GGMM
130SUR1GGZZ11	1749417	215943162	0.810128454079041	130SUR1GGZZ
131DCM1GGMM11	2230888	182602580	1.22171767781156	131DCM1GGMM
131DCM1GGZZ11	3288357	179434905	1.83261835259979	131DCM1GGZZ
131SUR1GGMM11	64725	177438558	0.0364774154668232	131SUR1GGMM
131SUR1GGZZ11	61917	181213558	0.0341679732374109	131SUR1GGZZ
132DCM0CCKK11	2363435	261310241	0.904455558632316	132DCM0CCKK
132DCM1GGMM11	6575827	177177746	3.71142942522815	132DCM1GGMM
132DCM1GGZZ11	4049361	166008503	2.43924915099078	132DCM1GGZZ
132SUR0CCKK11	71227	166713789	0.0427241204385319	132SUR0CCKK
132SUR1GGMM11	80050	203861878	0.0392667823848851	132SUR1GGMM
132SUR1GGZZ11	96238	209225216	0.0459973237642637	132SUR1GGZZ
133DCM0CCKK11	1360456	179642130	0.757314556446197	133DCM0CCKK
133DCM1GGMM11	4436022	171636109	2.58455055049051	133DCM1GGMM
133DCM1GGZZ11	3026881	187216322	1.61678264355605	133DCM1GGZZ
133SUR0CCKK11	748364	269556882	0.277627487915519	133SUR0CCKK
133SUR1GGMM11	2408793	239828483	1.00438153544923	133SUR1GGMM
133SUR1GGZZ11	2133430	212253725	1.00513194762542	133SUR1GGZZ
134SUR1GGMM11	3805881	169713413	2.24253400643118	134SUR1GGMM
134SUR1GGZZ11	2942662	160240143	1.8364074974646	134SUR1GGZZ
135DCM1GGMM11	6205702	177384065	3.49845517408793	135DCM1GGMM
135DCM1GGZZ11	5433093	191659325	2.83476580124656	135DCM1GGZZ
135SUR1GGMM11	5943004	167044110	3.55774531649155	135SUR1GGMM
135SUR1GGZZ11	4536662	192161683	2.36085671668477	135SUR1GGZZ
136SUR1GGMM11	10893321	186540881	5.83964273225449	136SUR1GGMM
136SUR1GGZZ11	8649539	202714454	4.26685854379185	136SUR1GGZZ
137DCM0CCKK11	30834	192535521	0.0160147072290105	137DCM0CCKK
137DCM1GGMM11	1912105	210660473	0.907671464309301	137DCM1GGMM
137DCM1GGZZ11	2029647	212900004	0.953333471989977	137DCM1GGZZ
137SUR0CCKK11	1819971	185571189	0.980740065204842	137SUR0CCKK
137SUR1GGMM11	4251897	167889669	2.53255428122858	137SUR1GGMM
137SUR1GGZZ11	4725829	201104784	2.3499336544873	137SUR1GGZZ
138DCM0CCKK11	3054482	195911486	1.55911328241367	138DCM0CCKK
138DCM1GGMM11	11058853	226625745	4.87978671620032	138DCM1GGMM
138DCM1GGZZ11	6030091	173877778	3.46800555502843	138DCM1GGZZ
138SUR0CCKK11	517497	171139183	0.302383703678193	138SUR0CCKK
138SUR1GGMM11	1741330	179065844	0.972452345518222	138SUR1GGMM
138SUR1GGZZ11	1055988	150803578	0.70024067996583	138SUR1GGZZ
139SUR1GGMM11	4931027	211829291	2.32783057372363	139SUR1GGMM
139SUR1GGZZ11	4406279	193933635	2.27205507698549	139SUR1GGZZ
140SUR0CCKK11	263826	185167291	0.142479807624339	140SUR0CCKK
140SUR1GGMM11	1680033	199597133	0.841711989921218	140SUR1GGMM
140SUR1GGZZ11	903115	179511117	0.503096975325489	140SUR1GGZZ
141SUR0CCKK11	81512	171199015	0.0476124234710112	141SUR0CCKK
141SUR1GGMM11	289420	135164592	0.214124125051922	141SUR1GGMM
141SUR1GGZZ11	204193	148060467	0.137911897846439	141SUR1GGZZ
142DCM0CCKK11	1246493	155790912	0.800106363072064	142DCM0CCKK
142DCM1GGMM11	5436216	164724099	3.30019470921495	142DCM1GGMM
142SUR0CCKK11	993400	157141812	0.632167840854476	142SUR0CCKK
142SUR1GGMM11	4928434	163847821	3.00793380706601	142SUR1GGMM
142SUR1GGZZ11	3259315	170864142	1.90754769365242	142SUR1GGZZ
143DCM1GGMM11	3403666	195165961	1.7439854688595	143DCM1GGMM
143DCM1GGZZ11	2103628	164535795	1.27852301075277	143DCM1GGZZ
143SUR1GGMM11	438919	207655656	0.211368670834567	143SUR1GGMM
143SUR1GGZZ11	1833644	170000696	1.07860970169204	143SUR1GGZZ
144SUR1GGMM12	547	244821366	0.000223428211735409	144SUR1GGMM
144SUR1GGZZ11	3393025	188563867	1.79940359411488	144SUR1GGZZ
145SUR0CCKK11	497706	176015464	0.282762655444865	145SUR0CCKK
145SUR1GGMM11	1266981	199146900	0.636204229139394	145SUR1GGMM
145SUR1GGZZ11	895694	185595111	0.4826064626239	145SUR1GGZZ
146SUR0CCKK11	1848267	169471567	1.09060595397693	146SUR0CCKK
146SUR1GGMM11	7042213	184299211	3.82107604356483	146SUR1GGMM
146SUR1GGZZ11	3981887	193798530	2.05465283973	146SUR1GGZZ
147SUR1GGMM11	6535666	179699994	3.63698732232568	147SUR1GGMM
147SUR1GGZZ11	4725181	184994203	2.55423192909456	147SUR1GGZZ
148SUR0CCKK11	1996176	173119198	1.15306449143786	148SUR0CCKK
148SUR1GGMM11	5901308	174076692	3.39006212273381	148SUR1GGMM
148SUR1GGZZ11	3474951	185269447	1.87562010696777	148SUR1GGZZ
149SUR0CCKK11	2332972	178945938	1.30373006846347	149SUR0CCKK
149SUR1GGMM11	8870605	260240579	3.4086171472897	149SUR1GGMM
149SUR1GGZZ11	5562140	206821793	2.68933941598698	149SUR1GGZZ
150DCM0CCKK11	1365593	182027367	0.750213016046098	150DCM0CCKK
150DCM1GGMM11	8057882	213416557	3.77565926152581	150DCM1GGMM
150DCM1GGZZ11	5630882	216008277	2.60678992407314	150DCM1GGZZ
150SUR0CCKK11	2022291	193884779	1.04303752487966	150SUR0CCKK
150SUR1GGMM11	9187088	206513982	4.44865181089772	150SUR1GGMM
150SUR1GGZZ11	8086339	224683230	3.59899535003124	150SUR1GGZZ
151DCM0CCKK11	2407881	184769144	1.30318350124521	151DCM0CCKK
151DCM1GGMM11	10278526	215518694	4.76920391880252	151DCM1GGMM
151DCM1GGZZ11	4190893	163152734	2.56869308730064	151DCM1GGZZ
151SUR0CCKK11	953763	198143365	0.481349955876645	151SUR0CCKK
151SUR1GGMM11	3818199	170724674	2.23646583152942	151SUR1GGMM
151SUR1GGZZ11	3456869	223070963	1.54967233453867	151SUR1GGZZ
152SUR0CCKK11	2213303	164620027	1.34449194325548	152SUR0CCKK
152SUR1GGMM11	7278446	168201472	4.32721896750107	152SUR1GGMM
152SUR1GGZZ11	6847202	201359147	3.40049215643529	152SUR1GGZZ
155DCM0CCKK11	88376	178696751	0.0494558516063899	155DCM0CCKK
155DCM1GGZZ11	276948	225729743	0.122690078994154	155DCM1GGZZ
155SUR0CCKK11	102180	198840961	0.0513878023351537	155SUR0CCKK
155SUR1GGZZ11	160231	200410209	0.0799515158431874	155SUR1GGZZ
158DCM0CCKK11	115692	152217640	0.0760043316924372	158DCM0CCKK
158DCM1GGZZ11	170316	208154023	0.0818221034334753	158DCM1GGZZ
158SUR0CCKK11	128817	201466306	0.0639397239953365	158SUR0CCKK
158SUR1GGZZ11	204936	184207090	0.111253046774693	158SUR1GGZZ
163SUR0CCKK11	300102	162494527	0.184684374015871	163SUR0CCKK
163SUR1GGZZ11	302697	166897123	0.181367416381408	163SUR1GGZZ
168DCM0CCKK11	73300	169732580	0.0431855805173055	168DCM0CCKK
168DCM1GGZZ11	169103	218104988	0.0775328439531149	168DCM1GGZZ
168IZZ0CCKK11	41459	161250634	0.0257109066622336	168IZZ0CCKK
168IZZ1GGZZ11	117380	160543596	0.0731140966843673	168IZZ1GGZZ
168SUR0CCKK11	43879	140658259	0.0311954664531999	168SUR0CCKK
168SUR1GGZZ11	108161	132435345	0.0816707956625929	168SUR1GGZZ
16DCM1GGMM11	1862576	147363908	1.26392956408295	16DCM1GGMM
16SUR2GGMM11	94021	163007547	0.0576789245224333	16SUR2GGMM
173DCM0CCKK11	57535	131878136	0.0436273985552844	173DCM0CCKK
173DCM1GGZZ11	490252	207163250	0.236650081517837	173DCM1GGZZ
173IZZ0CCKK11	50606	159022415	0.0318231866872353	173IZZ0CCKK
173SUR0CCKK11	56757	171060937	0.0331794043662932	173SUR0CCKK
173SUR1GGZZ11	137826	144364065	0.0954711271118612	173SUR1GGZZ
175DCM1GGZZ11	88778	206174220	0.0430596997044538	175DCM1GGZZ
175IZZ1GGZZ11	309732	217225891	0.14258521328841	175IZZ1GGZZ
175SUR0CCKK11	64609	175787252	0.0367540872645304	175SUR0CCKK
175SUR1GGZZ11	324373	204241512	0.158818350306768	175SUR1GGZZ
178SUR0CCKK11	76706	168255869	0.0455889000816964	178SUR0CCKK
178SUR1GGZZ11	197483	198143354	0.099666729170235	178SUR1GGZZ
180DCM1GGZZ11	209892	201731612	0.104045170669632	180DCM1GGZZ
180SUR0CCKK11	49232	152128336	0.0323621498101445	180SUR0CCKK
180SUR1GGZZ11	147496	197506908	0.074678906927144	180SUR1GGZZ
188DCM0CCKK11	68454	169085968	0.0404847314118934	188DCM0CCKK
188DCM1GGZZ11	212202	142855242	0.148543376518168	188DCM1GGZZ
188SUR0CCKK11	85947	202195861	0.0425068048252481	188SUR0CCKK
188SUR1GGZZ11	356456	156055430	0.228416274909499	188SUR1GGZZ
189DCM0CCKK11	93463	141402525	0.0660971223816548	189DCM0CCKK
189DCM1GGZZ11	157558	177700385	0.0886649739110019	189DCM1GGZZ
189SUR0CCKK11	62100	162173258	0.0382923798694357	189SUR0CCKK
189SUR1GGZZ11	167885	231177954	0.0726215441806358	189SUR1GGZZ
18DCM1GGMM11	1002022	172313724	0.581510269025351	18DCM1GGMM
18SUR1GGMM11	169727	168978860	0.100442741772551	18SUR1GGMM
191SUR0CCKK11	43906	171007248	0.0256749351349131	191SUR0CCKK
191SUR2GGZZ11	90079	186881766	0.048201064195851	191SUR2GGZZ
193SUR0CCKK11	76757	162365415	0.0472742301677977	193SUR0CCKK
193SUR1GGZZ11	351581	212756476	0.165250434022041	193SUR1GGZZ
194DCM0CCKK11	112317	201785066	0.0556617009506541	194DCM0CCKK
194DCM1GGZZ11	263353	138189481	0.190573839697683	194DCM1GGZZ
194SUR0CCKK11	96903	209509694	0.0462522750856579	194SUR0CCKK
194SUR1GGZZ11	299217	244887595	0.122185445938983	194SUR1GGZZ
196SUR0CCKK11	64465	179990981	0.0358156834536059	196SUR0CCKK
196SUR1GGZZ11	134240	148915934	0.090144819559739	196SUR1GGZZ
19SUR1GGMM11	180626	190222265	0.0949552356555107	19SUR1GGMM
201DCM0CCKK11	66208	205041521	0.0322900452928263	201DCM0CCKK
201DCM1GGZZ11	223035	132206445	0.168702062898673	201DCM1GGZZ
201SUR0CCKK11	102671	241042347	0.0425945902360468	201SUR0CCKK
201SUR1GGZZ11	217502	119966028	0.181302993544139	201SUR1GGZZ
205SUR0CCKK11	48870	194170500	0.0251686018215949	205SUR0CCKK
205SUR1GGZZ11	234929	154509442	0.152048313008599	205SUR1GGZZ
206SUR0CCKK11	52114	175961866	0.0296166443245152	206SUR0CCKK
206SUR1GGZZ11	75855	112435427	0.0674653906014872	206SUR1GGZZ
208SUR0CCKK11	21336	173849906	0.0122726554709785	208SUR0CCKK
208SUR1GGZZ11	118869	186334427	0.063793364389931	208SUR1GGZZ
209SUR0CCKK11	53626	147769520	0.0362902985676613	209SUR0CCKK
209SUR1GGZZ11	177181	199637765	0.088751244034414	209SUR1GGZZ
20SUR2GGMM11	69539	167093109	0.0416169167095933	20SUR2GGMM
210SUR0CCKK11	104827	160480056	0.0653208894692808	210SUR0CCKK
210SUR1GGZZ11	216271	181881626	0.118907558039975	210SUR1GGZZ
21SUR1GGMM11	156180	206172902	0.0757519530864439	21SUR1GGMM
22DCM1GGMM11	357732	161253354	0.221844687956072	22DCM1GGMM
22SUR1GGMM11	742142	205419622	0.36128096857271	22SUR1GGMM
23DCM1GGMM11	3896216	254305326	1.53210161237441	23DCM1GGMM
23SUR1GGMM11	468366	276932538	0.169126388463605	23SUR1GGMM
25DCM1GGMM11	4096724	175133260	2.33920387252541	25DCM1GGMM
25SUR1GGMM11	130353	185404639	0.0703073022892378	25SUR1GGMM
30DCM1GGMM11	111238	213448308	0.052114725594358	30DCM1GGMM
30SUR1GGMM11	102075	215014987	0.04747343495642	30SUR1GGMM
32DCM1GGMM11	7266297	189876648	3.82685131454396	32DCM1GGMM
32SUR1GGMM11	502613	147294502	0.341229980193015	32SUR1GGMM
34DCM1GGMM11	10772249	339882654	3.16940240204197	34DCM1GGMM
36DCM1GGMM11	5860181	173924376	3.36938451916596	36DCM1GGMM
36SUR1GGMM11	2021919	166129173	1.21707642522244	36SUR1GGMM
38DCM0GGMM11	10802183	160891954	6.71393611143538	38DCM0GGMM
38SUR0GGMM11	10823895	187604846	5.76951780872441	38SUR0GGMM
39DCM1GGMM11	8212012	177302057	4.63165072021697	39DCM1GGMM
39SUR1GGMM11	4229151	165015288	2.56288435529683	39SUR1GGMM
41DCM1GGMM11	8374989	185607285	4.51220920558156	41DCM1GGMM
41SUR1GGMM11	84813	197960850	0.0428433197776227	41SUR1GGMM
42DCM1GGMM11	8842936	175710412	5.03267615125733	42DCM1GGMM
42SUR1GGMM11	60728	145573797	0.0417162987099938	42SUR1GGMM
43SUR1GGMM11	982429	178322273	0.550928935276638	43SUR1GGMM
45SUR1GGMM11	76648	189897479	0.0403628317782986	45SUR1GGMM
46SUR1GGMM11	522933	171631269	0.304683990887465	46SUR1GGMM
47DCM01GGZZ11	2203432	174708459	1.26120510283935	47DCM01GGZZ
4DCM1GGMM11	6259781	214751983	2.91488856705924	4DCM1GGMM
